epoch,lr,train_loss,val_loss,best_loss
0,1e-04,0.4264351568825833,0.23864202126860617,0.23864202126860617
1,1e-04,0.21589550317881942,0.1981653928756714,0.1981653928756714
2,1e-04,0.18907897251766997,0.18194713890552522,0.18194713890552522
3,1e-04,0.17900718032539664,0.17836086004972457,0.17836086004972457
4,1e-04,0.17398375504976743,0.176923219114542,0.176923219114542
5,1e-04,0.1714307489720258,0.17001796662807464,0.17001796662807464
6,1e-04,0.16984135222125363,0.16869403496384622,0.16869403496384622
7,1e-04,0.16920960046254196,0.1699765920639038,0.16869403496384622
8,1e-04,0.1680963323874907,0.16718045696616174,0.16718045696616174
9,1e-04,0.16656855948559648,0.16700900942087174,0.16700900942087174
10,1e-04,0.16636813828697453,0.16713364124298097,0.16700900942087174
11,1e-04,0.16731414972961722,0.16520492732524872,0.16520492732524872
12,1e-04,0.1661773780723671,0.16675040051341056,0.16520492732524872
13,1e-04,0.1649189910718373,0.1644030310213566,0.1644030310213566
14,1e-04,0.1650892339356534,0.16427086442708969,0.16427086442708969
15,1e-04,0.1647444905398728,0.1644926078617573,0.16427086442708969
16,1e-04,0.1643867717160807,0.16568369492888452,0.16427086442708969
17,1e-04,0.16453736110941156,0.16320146322250367,0.16320146322250367
18,1e-04,0.1634569065524386,0.16343310102820396,0.16320146322250367
19,1e-04,0.1644522390969388,0.16501347944140435,0.16320146322250367
20,1e-04,0.16337065747031917,0.16303786784410476,0.16303786784410476
21,1e-04,0.16304994151963817,0.16318771988153458,0.16303786784410476
22,1e-04,0.16308344861903748,0.16346620991826058,0.16303786784410476
23,1e-04,0.16276299430952443,0.16249361485242844,0.16249361485242844
24,1e-04,0.1625999833469267,0.16290904954075813,0.16249361485242844
25,1e-04,0.1629913609910321,0.16235388666391373,0.16235388666391373
26,1e-04,0.1622514074498957,0.1646193966269493,0.16235388666391373
27,1e-04,0.16268917840796632,0.1615954376757145,0.1615954376757145
28,1e-04,0.1618045283989473,0.16149391010403633,0.16149391010403633
29,1e-04,0.1615889414951399,0.1620563991367817,0.16149391010403633
30,1e-04,0.16178079878355,0.16107656955718994,0.16107656955718994
31,1e-04,0.16228410582263747,0.16132399886846543,0.16107656955718994
32,1e-04,0.16208160504118188,0.1631147049367428,0.16107656955718994
33,1e-04,0.16139188234682206,0.16017028614878653,0.16017028614878653
34,1e-04,0.16146595911546188,0.16126583591103555,0.16017028614878653
35,1e-04,0.1606637481358144,0.16567306146025657,0.16017028614878653
36,1e-04,0.16047415485629787,0.16040099784731865,0.16017028614878653
37,1e-04,0.1602109680315117,0.1621106334030628,0.16017028614878653
38,1e-04,0.16058392358290685,0.15998231023550033,0.15998231023550033
39,1e-04,0.16159256402548258,0.1601290412247181,0.15998231023550033
40,1e-04,0.1618226890440111,0.16112516820430756,0.15998231023550033
41,1e-04,0.16115828613182168,0.16173551231622696,0.15998231023550033
42,1e-04,0.16020756050363763,0.15935229286551475,0.15935229286551475
43,1e-04,0.15941058699186747,0.15961790978908538,0.15935229286551475
44,1e-04,0.1595849855379625,0.15855854302644729,0.15855854302644729
45,1e-04,0.15942646079249195,0.1603926293551922,0.15855854302644729
46,1e-04,0.15930528609783617,0.16072510480880736,0.15855854302644729
47,1e-04,0.1586003884092554,0.1578276313841343,0.1578276313841343
48,1e-04,0.15916983183328207,0.15794094651937485,0.1578276313841343
49,1e-04,0.15931263178974003,0.15809047520160674,0.1578276313841343
50,1e-04,0.15904184401809396,0.15891595035791398,0.1578276313841343
51,1e-04,0.15822278059922257,0.15853973850607872,0.1578276313841343
52,1e-04,0.15822185963005214,0.15749652609229087,0.15749652609229087
53,1e-04,0.1578869858345428,0.1580997534096241,0.15749652609229087
54,1e-04,0.158018502902675,0.15722363963723182,0.15722363963723182
55,1e-04,0.1577708800504734,0.15765180587768554,0.15722363963723182
56,1e-04,0.15874107201378068,0.15767277926206588,0.15722363963723182
57,1e-04,0.15787188921655929,0.16040799096226693,0.15722363963723182
58,1e-04,0.15850634040770592,0.15903295353055,0.15722363963723182
59,1e-04,0.15853503191625917,0.16094164699316024,0.15722363963723182
60,1e-04,0.1575267192992297,0.15687385648489,0.15687385648489
61,1e-04,0.15720560140423961,0.15627805441617965,0.15627805441617965
62,1e-04,0.15752799460640202,0.15676464065909385,0.15627805441617965
63,1e-04,0.15750882397224378,0.16001617461442946,0.15627805441617965
64,1e-04,0.16010052430165278,0.15680186226963996,0.15627805441617965
65,1e-04,0.15783048701750768,0.156522548943758,0.15627805441617965
66,1e-04,0.15756529821203902,0.15756439417600632,0.15627805441617965
67,1e-04,0.1570742708909047,0.1570598877966404,0.15627805441617965
68,1e-04,0.15656370834096686,0.15703315362334253,0.15627805441617965
69,1e-04,0.1565807250800071,0.15700478479266167,0.15627805441617965
70,1e-04,0.156907285962786,0.15898459851741792,0.15627805441617965
71,1e-04,0.15722747824408792,0.15802909359335898,0.15627805441617965
72,1e-04,0.15657654578809616,0.15710406005382538,0.15627805441617965
73,1e-04,0.1570361012762243,0.15633219107985497,0.15627805441617965
74,1e-04,0.156746493531512,0.16243159398436546,0.15627805441617965
75,1e-04,0.15819159711336162,0.15557122603058815,0.15557122603058815
76,1e-04,0.15653300420804458,0.1562924325466156,0.15557122603058815
77,1e-04,0.15669802702092506,0.15676901414990424,0.15557122603058815
78,1e-04,0.15609853124463713,0.15538507401943208,0.15538507401943208
79,1e-04,0.15583641304598225,0.15509990528225898,0.15509990528225898
80,1e-04,0.1559633601021457,0.15549161657691002,0.15509990528225898
81,1e-04,0.1566871406583043,0.156195992231369,0.15509990528225898
82,1e-04,0.1563438463520694,0.1565947063267231,0.15509990528225898
83,1e-04,0.15560241643484538,0.15611400827765465,0.15509990528225898
84,1e-04,0.1556275301165395,0.1563911981880665,0.15509990528225898
85,1e-04,0.15552670576355673,0.15601044446229934,0.15509990528225898
86,1e-04,0.15611301285105866,0.15446376129984857,0.15446376129984857
87,1e-04,0.15570507827517274,0.15430437102913858,0.15430437102913858
88,1e-04,0.15598870678381485,0.15620493069291114,0.15430437102913858
89,1e-04,0.1556257518467965,0.15522451102733612,0.15430437102913858
90,1e-04,0.15517186518613393,0.15612940415740012,0.15430437102913858
91,1e-04,0.15570703477828535,0.1558843359351158,0.15430437102913858
92,1e-04,0.15538763167796196,0.15487039163708688,0.15430437102913858
93,1e-04,0.15539784052155234,0.15486079528927804,0.15430437102913858
94,1e-04,0.1547208105201845,0.15389565750956535,0.15389565750956535
95,1e-04,0.155251342948381,0.15498636588454245,0.15389565750956535
96,1e-04,0.15525610435318637,0.15393103212118148,0.15389565750956535
97,1e-04,0.1555618719234095,0.15376523062586783,0.15376523062586783
98,1e-04,0.15471923486752945,0.15453855246305465,0.15376523062586783
99,1e-04,0.15610527914839906,0.15547407940030097,0.15376523062586783
100,1e-04,0.15486932149181118,0.15655461996793746,0.15376523062586783
101,1e-04,0.15455421379634313,0.1540716588497162,0.15376523062586783
102,1e-04,0.1549669908625739,0.15491242781281472,0.15376523062586783
103,1e-04,0.15423780718407074,0.15423060804605485,0.15376523062586783
104,1e-04,0.15572397797912746,0.15644181966781617,0.15376523062586783
105,1e-04,0.15538474433607868,0.15379786044359206,0.15376523062586783
106,1e-04,0.15450632572174072,0.15308813005685806,0.15308813005685806
